#Scenario,Year,C_atm,C_ocean,Ocean_ph,T_C,T_F,T_anomaly,F_ha,F_ao,F_oa,F_al,F_la,Tot_ha
1,1750,614.8928939770959,350.11,8.200075641635253,14.000018432523808,57.20003317854285,1.8432523807287993e-05,0.013889669415099089,70.11,70.0,120.01099569231918,120.0,0.013889669415099089
1,1751,614.8203267950148,350.18703377899783,8.200126898344946,13.999495935250968,57.19909268345174,-0.0005040647490327114,0.014241288070386876,70.09778991338894,70.02075613439115,120.00977469115367,120.0,0.028130957485485966
1,1752,614.7717835970398,350.24123135461815,8.20016118946124,13.999141929463487,57.19845547303428,-0.0008580705365118125,0.01460180799431181,70.08951725463169,70.03531967901137,120.00894743034905,120.0,0.04273276547979778
1,1753,614.7399725882208,350.27961977667957,8.20018366235835,13.998905120320659,57.19802921657718,-0.001094879679340837,0.014971454523562359,70.08398333006254,70.0455949080011,120.00839404128112,120.0,0.05770422000336013
1,1754,614.719837462565,350.30707396303455,8.200197887425155,13.998749936117695,57.19774988501185,-0.0012500638823046693,0.015350458699252325,70.08035687505718,70.05290268870216,120.00803139799999,120.0,0.07305467870261245
1,1755,614.7078725104532,350.32697611358594,8.200206340647147,13.998651710582672,57.19757307904881,-0.001348289417327317,0.01573905741132914,70.07806147073241,70.05815932018099,120.00780185897173,120.0,0.08879373611394159
1,1756,614.7016476038449,350.341673054389,8.200210738600061,13.998593341748641,57.19746801514756,-0.0014066582513586,0.016137493546637936,70.07669746619166,70.06200052538863,120.00766545935187,120.0,0.10493122966057952
1,1757,614.6994787282338,350.3527934502904,8.200212270940792,13.998562974678668,57.1974133544216,-0.00143702532133263,0.016546016140733245,70.07598782683831,70.06486743093694,120.00759449585047,120.0,0.12147724580131276
1,1758,614.7001994574945,350.3614678307435,8.200211761734963,13.998552394215158,57.19739430958728,-0.0014476057848409882,0.016964880533535027,70.07574057501866,70.06706619456554,120.00756977081969,120.0,0.1384421263348478
1,1759,614.7030024411041,350.3684812085798,8.200209781391472,13.998555910161206,57.19740063829017,-0.0014440898387934557,0.01739434852892398,70.07582273815437,70.06880936031808,120.00757798708302,120.0,0.15583647486377178
